Borough,ClosureType,EditDate,GISpropNum,OMPpropID,Red Sign Installed,Status,accessibility,accessibilityLevel,location,name,point,rules,system,Approx Date Closed,Approx Date Reopened,Community Board,District
R,Completely Locked,07/06/2020 02:25:41 PM,R105,R105,,Reopened,,,"Elizabet.h St., Forest Ave., Broadway, Clove Lake Pl.",Prall Playground,POINT (951457.770953223 168315.4527890533),,,03/31/2020 07:11:11 PM,07/06/2020 12:00:00 AM,501,R-01
Q,Partially Locked,06/22/2020 01:03:22 PM,Q379,Q379,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,148 St. bet. 85 Ave. and 85 Rd.,Briarwood Playground,POINT (1036701.6470530481 198243.0792853981),Adults not allowed in some locations,Q379-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,408,Q-08
M,Completely Locked,06/22/2020 12:57:27 PM,M355,M355,,Reopened,false,Not Applicable,W. 146 St. bet. Fredrick Douglass Blvd. and Adam Clayton Powell Blvd.,Robert L. Clinkscales Playground and Community Garden,POINT (1000883.1560261401 238959.63499122858),Adults Allowed,M355-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,110,M-10
X,Completely Locked,06/22/2020 10:43:01 AM,X092,X092-26,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,"Jerome Ave, East Gunhill Rd",Sachkerah Woods Playground,POINT (1016988.906622976 261342.6089259833),Unknown,X092-CPA-0004,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,226,X-13
B,Completely Locked,06/22/2020 03:35:50 PM,B148,B148,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Clarkson Ave., New York Ave.",Rolph Henry Playground,POINT (998803.1467347145 178211.9835208952),Adults Allowed,B148-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,309,B-09
M,Completely Locked,06/19/2020 01:02:21 PM,M065,M065,,UnderConstruction,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"Columbia St, Delancey St and Bialystoker Pl",Luther Gulick Park,POINT (989407.0470886381 200037.0953823924),Adults not allowed in some locations,M065-CPA-0001,03/31/2020 07:11:11 PM,,103,M-03
B,Partially Locked,06/23/2020 10:01:04 AM,B258,B258,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Ralph Ave. bet. Chauncey St. and Sumpter St.,Brevoort Playground,POINT (1005659.83380872 187336.7940113991),Adults Allowed,B258-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,303,B-03
X,Not Lockable,06/22/2020 11:18:46 AM,X039,X039-99,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,On Beachfront-Sand Area (MPPA Section 11-12),Orchard Beach Plgd,POINT (1041154.884537637 253785.8855223954),Unknown,X039-CPA-0004,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,228,X-15A
Q,Completely Locked,06/21/2020 06:55:59 PM,Q306,Q306,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Alderton St. bet. Dieterle Cr. and Ellwell Cr.,The Painter's Playground,POINT (1023112.705727056 201841.6737942249),Adults Allowed,Q306-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 09:45:00 AM,406,Q-06
B,Completely Locked,06/24/2020 10:45:14 AM,B207,B207,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"E. 38 St., Ave. M, Flatlands Ave.",Sarsfield Playground,POINT (1001584.4420251402 165207.2073651403),Adults Allowed,B207-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 12:00:00 AM,318,B-18
M,Completely Locked,06/22/2020 03:15:13 PM,M295,M295,,Reopened,,,Mercer St. bet. Houston St. and W. 4 St.,Mercer Playground,POINT (985292.5923910589 204356.0057078153),,,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,102,M-02
B,Completely Locked,06/22/2020 03:45:07 PM,B051,B051,,Reopened,false,Not Applicable,Ave. S bet. E. 14 St. and E. 15 St.,Kelly Park Playground,POINT (995920.0386558027 159219.5657971501),Adults Allowed,B051-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,315,B-15
X,Completely Locked,06/22/2020 11:14:05 AM,X232,X232,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,Mace Ave. bet. Lodovick Ave. and Gunther Ave.,Burns Playground,POINT (1029459.326892048 253706.8151424825),Adults Allowed,X232-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,211,X-11
B,Completely Locked,06/23/2020 10:01:04 AM,B317,B317,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Lafayette Ave. and Franklin Ave.,Lafayette Gardens Playground,POINT (996018.067659214 190545.054983303),Adults Allowed,B317-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,303,B-03
M,Completely Locked,06/22/2020 11:09:18 AM,M010,M010-241,,Reopened,true,Level 3: Accessible Playgrounds with Universally Accessible Swings,110 St & Cathedral Pkwy,110th St Plgd,POINT (996142.9834198802 230662.5495513082),Unknown,M010-CPA-0019,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,164,M-13
B,Completely Locked,06/22/2020 12:30:41 PM,B246,B246,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Wortman Ave. between Jerome St. and Warwick St.,Jerome Playground,POINT (1017712.3923807141 179399.7737962306),Adults Allowed,B246-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,305,B-05
Q,Partially Locked,06/21/2020 11:31:08 AM,Q293,Q293,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,56 Ave. bet. 201 St. and 202 St.,Saul Weprin Playground,POINT (1046279.173173562 211781.8835725635),Adults Allowed,Q293-CPA-0002,03/31/2020 07:11:11 PM,06/21/2020 11:31:06 AM,411,Q-11
X,Completely Locked,06/22/2020 09:30:14 AM,X272,X272,,Reopened,false,Not Applicable,E. 136 St. bet. Brown Pl. and Willis Ave.,Ranaqua Playground,POINT (1005823.6855151361 233234.1894211471),Adults Allowed,X272-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,201,X-01
B,Completely Locked,06/22/2020 12:22:58 PM,B078,B078,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Vermont St. bet. Pitkin Ave. and Belmont Ave.,Grace Playground,POINT (1013515.410289139 184078.9117476493),Adults Allowed,B078-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,305,B-05
B,Partially Locked,06/22/2020 12:32:23 PM,B214,B214-01,,Reopened,false,Not Applicable,"Vermont St, Stanley Ave, Gershwin JHS, Fence Betw Courts & Football Field",Linden Park,POINT (1015374.627043143 179082.5270553976),Adults Allowed,B214-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,305,B-05
Q,Partially Locked,06/21/2020 04:56:36 PM,Q460,Q460,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Cross Bay Blvd., Channel Rd. bet. E. 16 Rd. and E. 18 Rd.",Broad Channel Park,POINT (1034233.126399547 158125.6309771389),Unknown,Q460-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 04:56:33 PM,414,Q-14
Q,Completely Locked,06/22/2020 04:28:49 PM,Q436,Q436,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,30 Ave. bet. 29 St. and 30 St.,Athens Square,POINT (1005645.780687228 219009.2680678964),Adults Allowed,Q436-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,401,Q-01
Q,Partially Locked,06/23/2020 11:11:01 AM,Q404,Q404,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,115 Rd. bet. 218 St. and 2019 St.,East Springfield Playground,POINT (1056330.581876472 193951.80112256113),Adults Allowed,Q404-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 11:10:59 AM,413,Q-13
M,Completely Locked,06/22/2020 03:50:05 PM,M240,M240,,UnderConstruction,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Audubon Ave., W. 169 St. and W. 170 St.",Audubon Playground,POINT (1001367.235110477 245949.4707490653),Adults Allowed,M240-CPA-0001,03/31/2020 07:11:11 PM,,112,M-12A
X,Completely Locked,06/22/2020 10:15:17 AM,X271,X271,,UnderConstruction,false,Not Applicable,E 170 St bet. Sheridan Av and Morris Av,Grant Park,POINT (1008082.457900465 243888.9450144768),Unknown,X271-CPA-0001,03/31/2020 07:11:11 PM,,204,X-04
M,Partially Locked,06/22/2020 10:49:20 AM,M077,M077-04,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,W 129 St & St Nicholas Terr,St Nicholas,POINT (997846.1329007148 235721.9344456494),Adults Allowed,M077-CPA-0003,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,109,M-09
R,Completely Locked,06/19/2020 01:54:41 PM,R046,R046-07,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Bet Graham Blvd, Jefferson Ave, Father Capodanno Blvd.",Midland Beach Playground,POINT (960772.6358536333 148570.3413607329),Adults Allowed,R046-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,595,R-02B
Q,Not Lockable,06/21/2020 03:03:32 PM,Q330,Q330,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,121 Ave. bet. Lucas St. and 192 St.,Locust Manor Playground,POINT (1051819.388142973 189205.7289218158),Adults Allowed,Q330-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 03:03:28 PM,412,Q-12
M,Completely Locked,06/22/2020 11:14:47 AM,M010,M010-031,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"62 St, Bet West & Center Drs",Heckscher Plgd,POINT (990538.6353766322 219308.9643188864),Unknown,M010-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,164,M-13
R,Completely Locked,06/22/2020 02:37:38 PM,R072,R072,,UnderConstruction,,,"Adelaide Ave., Clawson St.",Clawson Playground,POINT (949840.7203815579 143545.1256893873),,,03/31/2020 07:11:11 PM,,503,R-03
M,Completely Locked,06/19/2020 10:12:12 AM,M235,M235,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,"E. Broadway, Henry St., Gouverneur St.",Sol Lain Plgd,POINT (988647.1719679683 199452.6398583949),Adults not allowed in some locations,M235-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,103,M-03
M,Completely Locked,06/22/2020 05:39:13 PM,M208E,M208E,,Reopened,,,"E. 127 St., 2 Ave., and Harlem River Drive",Crack Is Wack Playground,POINT (1003138.3667388109 232333.9385969788),,,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,111,M-11
M,Completely Locked,06/22/2020 11:12:13 AM,M010,M010-164,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,81 St & Central Pk West,Diana Ross Plgd,POINT (992284.7857557238 224276.957335636),Unknown,M010-CPA-0009,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,164,M-13
B,Completely Locked,06/23/2020 10:01:04 AM,B313,B313,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Macdonough St. between Malcolm X Blvd. and Stuyvesant Ave.,El Shabazz Playground,POINT (1003427.9291518031 188067.9428115636),Adults Allowed,B313-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,303,B-03
Q,Partially Locked,06/21/2020 11:27:34 AM,Q346,Q346,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,251 St. bet. 61 Ave. and 63 Ave.,Challenge Playground,POINT (1059588.34471789 215224.17590056363),Adults Allowed,Q346-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 11:27:31 AM,411,Q-11
Q,Completely Locked,06/21/2020 01:04:53 PM,Q024,Q024-02,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,164 St & Lithonia,Playground,POINT (1038795.699623466 212100.2051143944),Unknown,Q024-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 01:04:51 PM,407,Q-07
X,Completely Locked,06/22/2020 09:47:28 AM,X153,X153-02,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Merriam & Ogden Aves, W 168 St, University",Merriam Plgd (Lower),POINT (1004671.0565868021 245033.35348680624),Adults not allowed in some locations,X153-CPA-0002,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,204,X-04
M,Completely Locked,06/22/2020 04:37:17 PM,M213,M213,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"N/s E. 104 St., Madison Ave. and Park Ave.",Mae Grant Playground,POINT (998199.0459088088 227998.883290723),Adults Allowed,M213-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,111,M-11
M,Partially Locked,06/22/2020 12:58:48 PM,M141,M141,,Reopened,false,Not Applicable,"Harlem River Dr., W. 151 St. To W. 154 St.",Harlem Lane Playground,POINT (1002318.37494047 239888.31358006602),Adults not allowed in some locations,M141-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,110,M-10
B,Completely Locked,06/24/2020 10:49:18 AM,B249,B249,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Dumont Ave. between Powell St. and Mother Gaston Blvd.,Van Dyke Playground,POINT (1010808.6689834741 181431.7844959795),Adults not allowed in some locations,B249-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 12:00:00 AM,316,B-16
Q,Completely Locked,06/21/2020 01:11:59 PM,Q390,Q390,,Reopened,false,Not Applicable,Clintonville St. bet. 17 Ave. and 17 Rd.,Clintonville Playground,POINT (1037843.3048747178 224623.6882694811),Adults Allowed,Q390-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 01:11:57 PM,407,Q-07
B,Completely Locked,06/22/2020 04:15:01 PM,B158,B158,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,18 Ave. bet. 83 St. and 82 St.,Garibaldi Playground,POINT (984217.1102900505 161128.0990535617),Adults Allowed,B158-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,311,B-11
M,Completely Locked,06/19/2020 10:04:49 AM,M019,M019,,Reopened,false,Not Applicable,"Cherry St, Pike St, Monroe St",Coleman Playground,POINT (985976.2767192274 198262.5618579835),Adults Allowed,M019-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,103,M-03
B,Completely Locked,06/22/2020 01:35:26 PM,B360,B360,,Reopened,false,Not Applicable,Remsen Ave. and Glenwood Rd.,Remsen Playground,POINT (1009900.841730893 173199.300632894),Adults Allowed,B360-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,318,B-18
B,Completely Locked,06/24/2020 11:34:44 AM,B293,B293,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Lafayette Ave. and Classon Ave.,Classon Playground,POINT (995214.2365897149 190401.5467401445),Adults Allowed,B293-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 12:00:00 AM,302,B-02
X,Partially Locked,06/22/2020 10:07:22 AM,X147A,X147A-01,,Reopened,false,Not Applicable,"Sheridan Exwy, Bronx River, S/o E 174 St Bridge",Starlight Park Playground,POINT (1016894.3215103002 243284.22739189857),Adults not allowed in some locations,X147A-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,209,X-14
Q,Partially Locked,06/19/2020 01:40:13 PM,Q373,Q373,,Reopened,false,Not Applicable,"100 St., 98 St. bet. 24 Ave. and 25 Ave.",East Elmhurst Playground,POINT (1019807.63523747 218278.4270098954),Adults Allowed,Q373-CPA-0001,03/31/2020 07:11:11 PM,06/19/2020 01:40:11 PM,403,Q-03
B,Completely Locked,06/22/2020 11:24:26 AM,B141,B141,,Reopened,false,Not Applicable,Atlantic Ave. bet. Fountain Ave. and N. Conduit Ave.,City Line Park,POINT (1019189.389754802 186638.1113536507),Adults Allowed,B141-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,305,B-05
Q,Completely Locked,06/23/2020 09:27:35 AM,Q361,Q361,,UnderConstruction,false,Not Applicable,"Broadway., 82 St., 45 Ave.",Moore Homestead Playground,POINT (1016742.0376941412 209692.9904406369),Adults Allowed,Q361-CPA-0001,03/31/2020 07:11:11 PM,,404,Q-04
X,Completely Locked,06/22/2020 10:03:12 AM,X014,X014,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,E. 165 St. and Rogers Pl.,Horseshoe Playground,POINT (1012561.088050798 239523.91568681604),Adults Allowed,X014-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,202,X-02
B,Completely Locked,06/22/2020 03:01:24 PM,B114,B114-01,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Nassau Ave Bet Monitor St & Russell St,Monsignor Mcgolrick Playground,POINT (999894.1694870592 203515.2340953946),Adults not allowed in some locations,B114-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,301,B-01
M,Completely Locked,06/25/2020 02:00:34 PM,M303,M303,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,W. 139 St. bet. Adam C Powell Blvd. and Lenox Ave.,Abyssinian Tot Lot,POINT (1000598.820308715 236988.26655864724),Adults Allowed,M303-CPA-0001,03/31/2020 07:11:11 PM,06/25/2020 12:00:00 AM,110,M-10
Q,Not Lockable,06/21/2020 02:55:40 PM,Q118,Q118,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Liberty Ave. bet. 101 St. and 102 St.,Police Officer Nicholas Demutiis Park,POINT (1028778.119593054 187651.1381989717),Adults Allowed,Q118-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 02:55:37 PM,410,Q-10
X,Completely Locked,06/22/2020 11:11:33 AM,X087,X087,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,Britton St. bet. Olinville Ave. and Barker Ave.,Zimmerman Playground,POINT (1020555.300736889 254868.67272689941),Adults Allowed,X087-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,211,X-11
B,Completely Locked,06/22/2020 12:38:34 PM,B270,B270,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Hegeman Ave., Linden Blvd. bet. Powell St. and Mother Gaston Blvd.",Brownsville Playground,POINT (1011567.61333172 178530.694169566),Adults Allowed,B270-CPA-0001,03/31/2020 07:11:11 PM,06/20/2020 12:00:00 AM,316,B-16
B,Completely Locked,06/22/2020 03:35:50 PM,B193,B193,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Albany Ave., E. New York Ave., Lefferts Ave.",Hamilton Metz Field,POINT (1000799.383883968 180737.7025508136),Adults Allowed,B193-CPA-0001,03/31/2020 07:11:11 PM,06/22/2020 12:00:00 AM,309,B-09
M,Completely Locked,06/22/2020 05:19:55 PM,M256,M256,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"E. 48 St. To E. 49 St., FDR",MacArthur Playground,POINT (993914.6670103818 213317.9802378863),Adults Allowed,M256-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,106,M-06
M,Completely Locked,06/19/2020 10:11:14 AM,M105,M105-04,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,Rivington St,Rivington St Plgd,POINT (986532.3431923838 202078.3393313885),Adults Allowed,M105-CPA-0002,03/31/2020 07:11:11 PM,06/19/2020 12:00:00 AM,103,M-03
B,Completely Locked,06/24/2020 09:40:59 AM,B225,B225,,Reopened,true,Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features,"Atlantic Ave., Herkimer St., Kingston Ave., St Andrew's Pl.",St. Andrew's Playground,POINT (1000419.2862189711 186656.0060028881),Adults Allowed,B225-CPA-0001,03/31/2020 07:11:11 PM,06/23/2020 12:00:00 AM,303,B-03
X,Completely Locked,06/22/2020 09:40:41 AM,X030,X030-02,,Reopened,false,Not Applicable,Northwest Corner Of Zone 2 Heritage Field,Heritage Field Playground,POINT (1004220.8530908818 240854.8296916485),Adults not allowed in some locations,X030-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,204,X-04
X,Completely Locked,06/22/2020 10:18:10 AM,X281,X281,,Reopened,true,Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings,W 175 St bet. Washington Av and Bathgate Av,Stop & Go Playground,POINT (1012208.3991236389 247067.72244955602),Adults not allowed in some locations,X281-CPA-0001,03/31/2020 07:11:11 PM,06/21/2020 12:00:00 AM,206,X-06
